anio,diaSemana,codificacion_linea,codificacion_estacion,codificacion_mes,afluencia
2019,4,2,23,1,24489
2020,5,11,161,11,13678
2023,6,7,105,9,11644
2018,5,5,79,2,10131
2022,4,6,92,9,9185
2022,3,1,8,9,17549
2016,6,9,32,5,8993
2024,1,4,76,2,2960
2014,6,4,74,5,3887
2022,6,1,1,8,0
2011,6,4,70,5,2187
2018,6,8,130,8,21168
2023,1,8,34,7,16286
2015,7,3,52,5,7336
2016,2,7,45,10,9657
2012,1,3,48,4,25168
2019,4,12,30,5,11282
2011,7,2,26,1,20486
2023,4,1,11,11,23336
2010,2,2,36,9,147918
2015,1,2,33,4,24649
2023,7,8,126,8,9305
2023,5,7,113,12,8471
2020,7,1,4,4,2842
2014,4,2,4,7,26098
2012,3,8,116,6,11206
2011,2,9,58,2,17052
2018,4,5,11,10,125634
2016,7,8,129,4,9188
2022,6,8,131,7,10269
2015,1,7,112,9,33928
2022,4,8,123,8,12589
2023,4,11,73,1,3715
2019,7,9,137,6,10734
2012,1,7,105,5,39852
2010,6,7,113,3,10723
2016,4,12,192,9,15865
2010,1,11,20,1,17107
2022,1,5,61,11,11505
2012,4,2,22,4,20142
2016,2,2,23,4,33304
2016,5,8,130,7,22633
2021,6,3,49,11,25226
2018,6,4,70,6,2098
2016,2,1,9,7,78509
2019,6,12,30,4,7760
2021,1,7,103,12,6006
2024,3,6,97,2,7294
2011,2,1,17,9,60300
2011,3,1,1,6,50193
2024,4,6,94,6,21104
2020,4,5,85,5,2414
2013,7,4,70,6,2382
2012,6,8,118,10,14077
2016,6,10,153,8,19559
2013,5,6,75,8,39819
2016,2,11,73,6,3126
2024,5,5,89,5,19432
2019,4,2,29,11,27785
2022,7,12,191,6,0
2015,5,12,184,10,0
2023,1,11,174,8,16074
2020,2,5,78,7,10804
2015,3,2,31,11,30885
2022,3,2,43,6,12324
2020,3,1,17,10,31726
2024,4,5,84,2,9890
2021,7,3,50,8,49342
2018,2,10,148,3,11746
2012,3,11,162,8,22888
2019,4,4,15,5,9019
2023,2,2,31,12,12439
2019,4,11,169,7,31012
2010,7,3,62,10,14415
2011,4,1,4,9,31604
2016,3,8,32,6,4806
2018,2,5,78,3,24835
2018,1,12,184,6,14517
2010,4,8,133,1,23567
2011,7,5,80,5,2622
2021,5,9,143,12,16743
2013,1,2,39,12,0
2018,6,1,1,11,51562
2023,6,11,175,8,6579
2018,7,12,186,4,6697
2015,4,3,7,1,11491
2015,4,5,82,7,7659
2022,7,2,4,10,24581
2023,6,2,37,5,9912
2014,3,2,43,2,20114
2017,1,2,34,4,27718
2020,5,2,29,8,14107
2011,6,10,148,12,13446
2022,5,4,74,2,5409
2011,1,9,137,7,54857
2010,1,5,80,3,4259
2018,3,3,61,2,41430
2022,6,12,129,8,0
2014,1,3,42,3,20176
2018,5,3,67,8,23414
2019,5,6,101,8,27383
2019,6,12,196,9,7336
2023,4,11,162,3,16740
2020,1,3,59,2,76796
2021,4,8,134,11,88494
2010,1,10,155,4,27239
2023,7,2,31,5,7785
2015,2,1,15,9,23168
2013,5,8,133,5,30991
2016,5,9,137,12,55391
2016,3,7,104,4,45869
2021,4,2,40,7,10865
2022,4,8,116,4,10323
2022,1,6,100,11,7499
2019,2,3,64,12,12211
2010,5,11,177,12,7401
2023,3,2,25,7,13908
2018,2,11,168,3,34521
2016,5,12,187,6,18799
2022,1,1,5,2,18194
2024,3,11,174,1,14644
2014,5,2,31,4,24495
2010,2,6,53,9,1736
2016,1,2,36,4,118498
2015,7,3,66,7,10105
2024,2,11,84,4,10160
2019,3,1,12,9,26684
2022,4,1,18,10,6028
2020,6,6,101,4,2211
2022,2,2,45,1,20467
2012,2,2,38,12,40016
2016,7,9,32,8,5608
2020,5,11,162,5,0
2016,5,7,113,4,21299
2016,2,10,156,1,19672
2020,7,11,84,6,3494
2020,1,7,105,1,51275
2012,5,6,93,7,37353
2012,2,5,79,1,9818
2011,4,7,110,12,32409
2014,7,9,142,4,3883
2020,7,1,16,8,0
2021,2,12,194,1,6989
2016,4,12,30,6,12100
2011,1,2,26,9,55126
2022,5,8,128,9,10799
2013,3,11,168,12,35938
2015,5,7,113,9,21543
2020,2,6,92,5,2646
2011,3,3,65,9,28374
2014,2,8,119,10,6907
2024,1,12,49,5,12587
2010,2,2,39,10,78720
2013,1,2,35,7,21692
2016,6,11,73,4,3867
2017,1,5,11,1,101806
2012,2,5,61,12,12516
2017,1,3,59,5,65645
2022,4,2,35,4,15002
2019,6,4,70,1,2460
2019,4,8,117,7,27852
2020,3,11,172,1,9287
2020,6,12,191,11,35587
2013,6,10,156,1,13705
2012,5,12,189,9,0
2019,6,1,15,1,16009
2011,3,8,34,9,20858
2015,2,12,182,7,0
2024,2,3,56,7,12686
2017,7,7,109,4,6777
2013,3,9,146,1,14977
2011,6,1,13,11,27777
2024,2,4,15,2,8912
2017,7,2,28,10,13706
2021,2,12,189,10,0
2024,6,8,34,7,19983
2015,5,7,114,5,14084
2010,7,12,192,1,0
2017,1,2,26,3,39758
2012,4,8,126,5,21901
2019,6,12,180,4,42875
2015,2,6,53,8,2953
2023,4,4,69,9,6018
2024,7,8,133,4,11675
2012,5,1,11,5,60620
2016,4,12,179,1,2237
2015,6,8,121,8,41071
2013,7,8,6,6,13522
2016,4,3,49,10,33909
2022,7,5,84,6,3795
2022,5,9,8,2,44637
2014,4,10,149,9,15325
2020,5,2,34,1,36781
2015,5,7,103,8,8382
2011,2,2,33,8,31268
2016,6,2,31,7,17565
2022,7,2,29,10,9756
2014,6,3,58,7,19937
2016,4,1,8,11,42209
2015,1,7,109,12,11246
2021,4,11,161,12,17120
2019,2,7,102,8,8688
2010,4,8,116,12,13750
2014,3,2,29,8,24612
2012,6,3,57,10,35550
2020,2,9,141,5,14173
2016,5,11,54,11,6458
2011,2,5,85,9,9846
2023,4,8,129,5,13809
2012,2,2,26,5,37291
2023,4,3,65,3,15271
2011,4,8,130,9,28870
2015,5,10,154,3,12672
2020,2,11,54,11,3663
2020,5,12,186,3,9273
2018,2,12,182,8,16160
2011,1,5,76,8,7685
2022,6,12,191,11,0
2020,1,2,26,7,14252
2012,1,11,166,9,22746
2017,7,12,198,4,5209
2014,6,12,179,9,0
2020,7,11,161,9,6671
2022,4,11,166,2,17013
2016,6,7,93,9,32816
2018,5,6,94,5,33827
2021,1,5,85,1,1873
2011,5,6,93,4,29579
2019,3,3,54,3,9609
2023,2,1,5,3,0
2023,4,11,170,7,20797
2010,3,1,9,9,52477
2011,1,10,150,2,31114
2023,7,5,79,7,3999
2013,2,2,25,4,22736
2020,4,7,102,10,3416
2016,1,2,26,11,40681
2019,2,2,44,10,61647
2014,7,11,163,8,42854
2023,5,3,53,2,30836
2020,3,12,188,5,6230
2023,2,7,112,4,30848
2018,7,11,173,5,7122
2012,6,6,75,6,27371
2010,5,3,67,4,27434
2022,3,11,170,6,27285
2019,4,10,149,10,18825
2016,3,3,57,10,63809
2020,1,12,184,10,6016
2014,4,2,43,9,23862
2016,7,12,30,2,4968
2018,6,8,118,9,6658
2019,3,2,36,5,117717
2011,2,1,15,8,20638
2011,5,3,67,10,29003
2023,2,1,14,10,4884
2023,7,2,22,11,3419
2024,2,2,31,7,17965
2023,4,8,118,3,11009
2011,3,10,149,3,15163
2012,6,12,198,2,0
2015,2,10,155,9,20770
2011,5,7,114,9,26635
2012,6,7,108,6,13291
2012,1,1,7,4,20488
2019,7,9,146,6,6862
2015,6,6,101,9,12605
2022,1,3,62,6,14221
2021,6,4,76,12,2765
2018,2,5,89,9,45774
2020,4,10,151,4,14913
2011,4,3,48,6,26464
2022,2,7,114,4,17677
2014,4,2,27,9,36070
2018,1,8,32,10,5163
2019,7,1,2,5,26060
2018,3,7,104,8,40705
2013,6,9,142,8,6547
2011,3,2,4,9,29176
2024,1,1,18,6,0
2016,1,1,5,10,40990
2022,3,8,123,12,15115
2010,6,10,156,12,22762
2014,7,3,63,9,15338
2021,5,7,107,1,5700
2015,5,12,183,5,0
2016,7,12,186,1,6375
2019,4,7,102,4,7630
2022,1,12,181,6,0
2022,1,12,110,11,0
2011,4,2,34,3,24198
2014,2,11,173,9,21297
2013,5,3,66,2,26865
2011,7,8,133,12,21796
2021,3,4,70,12,1429
2022,7,4,73,4,4538
2018,5,3,66,9,20757
2020,4,12,30,7,4242
2019,3,10,149,9,15974
2015,4,6,93,12,15602
2014,7,2,33,7,9747
2019,5,4,77,2,3616
2016,6,7,107,11,10147
2018,1,11,174,9,17403
2015,7,12,189,1,0
2018,6,10,156,5,14893
2024,3,9,137,2,39392
2023,4,3,66,1,11465
2016,1,7,108,1,16837
2019,3,10,150,11,26289
2023,4,12,198,2,11047
2013,6,4,71,4,7741
2019,2,8,129,11,18542
2010,1,5,87,3,2812
2020,1,7,105,9,20925
2019,5,6,97,4,6872
2016,3,1,1,3,50982
2022,5,11,161,8,16929
2012,2,11,167,6,21175
2024,7,7,93,7,12518
2011,4,2,27,6,32298
2015,5,3,50,6,130785
2022,1,1,2,2,20682
2012,6,4,77,6,4353
2024,1,2,34,6,26773
2021,6,1,10,8,25411
2016,4,2,38,11,35102
2024,1,11,73,1,5139
2016,3,1,16,11,31140
2019,2,6,75,3,37642
2016,2,12,198,3,20608
2012,2,5,78,9,23811
2016,6,3,52,4,22854
2024,6,10,149,4,9509
2016,3,1,20,12,31727
2016,4,3,54,10,12655
2012,7,10,149,6,9394
2023,4,11,158,5,49951
2010,6,10,149,1,6993
2010,3,2,38,11,42835
2014,5,11,163,8,57829
2022,3,11,54,9,5702
2021,6,1,4,8,33291
2011,1,10,155,10,48690
2011,7,6,98,6,1473
2014,6,8,134,9,86599
2020,2,11,165,1,20746
2022,6,11,173,1,7016
2020,4,6,94,10,10811
2014,3,10,149,1,16987
2012,2,11,173,1,11962
2011,5,8,32,8,4827
2018,5,7,103,6,12804
2015,1,12,188,10,0
2015,5,3,59,9,103597
2014,5,7,93,8,41642
2015,5,6,53,11,2914
2020,7,11,172,3,2892
2011,3,5,79,12,11150
2011,5,12,183,3,0
2012,3,11,169,4,33048
2021,1,3,53,10,23178
2019,5,12,179,12,4195
2011,4,2,24,2,38649
2024,3,2,29,1,17603
2011,2,5,84,5,12153
2022,3,5,78,11,20216
2018,3,11,164,9,22294
2012,7,12,189,10,0
2011,5,7,114,5,28573
2016,3,7,107,3,14809
2023,2,3,60,9,27295
2012,1,8,130,1,31678
2022,1,12,49,10,0
2020,7,9,146,3,5422
2014,5,11,163,8,71691
2012,5,3,67,9,31126
2014,2,7,93,6,42941
2021,2,1,10,8,26173
2016,6,8,117,7,16370
2013,6,7,109,1,12277
2011,2,10,156,12,28652
2024,5,4,77,2,3558
2022,5,6,85,3,2592
2012,7,12,196,7,0
2024,3,8,6,7,16559
2012,6,1,1,7,51387
2020,6,10,11,3,13065
2023,3,3,7,7,12751
2024,1,6,100,7,7026
2016,5,8,128,4,11721
2012,4,2,23,10,30668
2014,6,9,11,6,78310
2017,3,8,126,3,17355
2022,5,4,70,2,1277
2019,4,12,198,8,23323
2013,2,2,39,1,39790
2021,7,1,15,8,13886
2015,1,6,99,9,6514
2022,3,2,42,3,24940
2019,3,9,140,6,19513
2023,5,7,45,1,8290
2023,5,5,83,4,7686
2019,4,4,75,2,23055
2011,2,8,126,5,19473
2012,6,12,30,2,0
2015,4,11,73,7,5101
2012,5,9,58,6,14485
2019,1,6,94,8,30536
2020,1,4,70,7,959
2011,2,7,109,5,21204
2020,1,3,67,4,7269
2021,1,7,114,8,13544
2024,3,2,33,5,17671
2013,4,12,196,8,10950
2023,4,8,32,6,4394
2011,4,9,140,6,21664
2016,3,3,61,3,33
2024,2,2,30,6,14606
2022,7,9,146,9,6746
2020,2,4,76,3,4612
2011,2,2,23,5,38990
2018,3,11,124,12,7880
2024,5,3,58,2,18699
2016,1,1,4,9,28500
2020,3,1,4,3,31629
2023,5,11,167,3,16522
2019,2,2,29,4,22507
2012,4,4,71,8,7957
2020,5,7,113,8,7184
2021,7,1,17,9,21292
2018,6,5,83,11,6060
2010,1,1,5,3,30082
2015,3,8,34,7,22530
2017,7,2,39,2,79378
2011,6,3,60,2,20784
2018,5,1,1,9,54792
2012,7,6,94,10,7292
2023,6,7,103,9,10706
2019,7,12,182,2,6745
2023,3,11,124,3,4716
2018,1,12,192,5,15102
2011,4,1,18,6,16130
2022,3,2,22,8,7550
2015,3,11,73,7,4964
2012,1,4,76,11,4383
2018,3,9,32,10,12323
2021,1,6,94,7,9436
2012,5,12,186,5,0
2023,6,1,14,8,0
2013,7,1,19,2,9468
2018,6,11,175,7,7243
2017,6,5,11,3,79844
2010,2,1,8,2,35356
2023,4,4,74,12,7154
2015,7,1,3,7,14559
2024,2,5,80,4,5848
2013,6,2,24,4,36484
2012,2,11,175,2,6660
2018,3,3,7,11,10503
2014,4,2,37,3,15567
2016,4,4,74,12,8429
2011,1,6,53,4,2821
2017,3,1,9,5,70025
2023,4,6,85,3,3430
2021,4,8,131,1,10226
2014,5,9,141,2,37896
2018,1,2,44,6,87316
2011,7,1,12,1,25438
2015,3,5,89,10,45024
2019,5,5,80,3,4668
2015,4,8,34,8,22386
2019,3,8,119,6,7970
2018,5,9,136,8,8377
2023,3,3,47,11,27957
2023,4,2,32,1,17079
2015,3,2,22,9,3483
2016,4,3,48,6,22884
2023,2,11,164,5,13319
2019,1,3,52,6,18732
2013,7,11,20,2,14305
2018,7,3,48,5,6922
2023,6,7,108,12,7914
2010,4,1,3,11,27581
2020,3,8,127,5,4643
2015,6,7,102,12,7554
2013,7,12,180,8,7813
2019,3,8,123,11,14809
2017,4,12,189,3,23045
2012,7,6,101,5,6469
2024,6,9,136,5,42054
2018,2,3,59,10,93587
2013,6,11,158,7,49890
2019,4,12,187,4,23365
2010,3,8,126,12,16219
2010,1,4,77,12,6100
2010,3,10,11,4,88562
2012,7,3,53,2,24850
2020,1,5,61,6,3436
2015,7,11,161,4,15809
2019,6,12,180,2,24146
2023,6,1,8,8,22918
2021,2,3,7,12,3589
2019,6,5,87,4,3722
2019,5,6,98,9,3482
2012,4,7,108,11,16895
2021,5,10,151,11,39073
2016,2,3,42,3,14444
2023,5,3,61,8,23622
2015,1,12,30,11,5494
2024,1,2,33,6,17137
2020,2,5,11,2,75952
2014,2,4,73,3,7991
2014,7,6,94,1,8163
2022,4,8,123,6,11984
2012,1,9,8,1,55620
2010,2,3,62,12,23378
2016,1,2,27,2,13890
2021,3,12,190,8,0
2019,6,9,142,5,7749
2019,3,12,129,12,17603
2024,4,9,137,3,22714
2020,7,5,89,11,9193
2022,5,6,101,7,10209
2012,7,9,143,8,9962
2014,6,3,66,3,16789
2015,4,3,53,1,44505
2015,3,2,30,11,20459
2011,2,3,47,1,39516
2016,6,1,17,9,59158
2019,5,12,188,5,16714
2019,4,12,182,1,17936
2013,3,9,11,8,131717
2020,4,12,192,12,6541
2024,4,11,165,7,15993
2016,1,11,169,8,26018
2016,3,1,5,4,31389
2016,5,3,53,7,36626
2024,3,2,38,1,23564
2023,3,1,10,2,27282
2022,1,7,114,5,16785
2013,4,11,73,6,4671
2022,7,5,84,9,4555
2021,7,6,97,11,1477
2022,6,3,59,6,37290
2011,5,8,134,11,88807
2014,5,8,131,4,24563
2012,7,3,62,6,18016
2022,1,3,64,5,15893
2015,6,1,18,2,9156
2021,2,11,54,1,7653
2010,1,6,101,3,20796
2021,5,3,66,11,11483
2018,7,6,101,5,12817
2022,4,2,45,7,25558
2021,1,3,67,8,10930
2021,7,2,4,10,7932
2012,6,2,37,5,20651
2015,2,12,30,2,9595
2021,2,2,30,10,12556
2023,1,12,186,1,0
2010,3,7,104,9,30987
2010,7,11,167,11,17291
2016,5,11,165,8,22216
2017,4,11,124,5,6220
2011,2,2,30,9,28413
2016,3,2,39,8,76814
2023,2,12,184,10,9169
2022,1,11,54,5,4215
2011,6,8,129,12,21697
2019,7,8,134,10,56346
2023,3,5,84,1,9343
2011,1,8,133,11,23940
2023,4,7,112,3,27194
2019,4,4,68,1,12171
2017,7,11,163,2,32983
2013,2,12,190,5,24095
2024,3,11,167,6,18467
2020,2,1,7,9,11320
2012,3,2,4,10,22368
2016,6,1,14,1,13199
2017,7,1,11,1,26186
2021,7,1,16,10,42238
2022,3,4,70,10,2097
2015,6,2,43,5,16823
2017,5,3,60,2,29783
2015,6,7,105,12,32703
2013,6,9,146,8,13124
2014,7,1,8,3,24945
2015,7,3,47,5,13568
2011,4,5,11,4,52884
2020,7,4,74,11,3266
2015,4,4,70,10,2308
2011,1,7,93,8,29689
2021,4,11,166,8,15640
2022,1,10,154,9,11462
2018,1,3,57,10,53889
2012,2,12,110,6,0
2012,5,3,52,5,21417
2015,3,1,16,10,60308
2012,3,3,65,11,30358
2018,1,1,10,10,55606
2011,5,5,85,9,9433
2014,5,1,10,1,56783
2016,2,7,102,1,9554
2017,7,8,131,3,14900
2018,1,2,35,12,21079
2023,3,10,11,5,36975
2013,4,7,102,12,12443
2024,7,5,89,7,10011
2011,2,1,15,8,21562
2020,6,5,11,9,27795
2021,5,11,158,1,25631
2016,2,3,48,3,20264
2018,1,4,77,8,6330
2015,3,3,66,12,25228
2014,1,11,158,8,67968
2013,3,12,182,4,12984
2018,2,3,52,3,18908
2017,4,1,3,2,22711
2019,4,2,34,1,32874
2013,5,9,58,5,16006
2018,2,8,129,3,18282
2011,1,11,161,2,42423
2023,6,12,180,2,12066
2020,2,8,124,11,9360
2015,2,8,119,4,7434
2015,7,3,47,4,12702
2015,6,3,7,10,4984
2013,5,7,108,6,17715
2011,4,5,85,8,8132
2012,7,1,8,5,37643
2015,4,8,32,9,4467
2022,3,1,14,7,9227
2015,4,1,11,9,50317
2020,2,7,45,6,3114
2021,6,2,32,11,19543
2022,6,6,85,11,1755
2015,7,11,170,4,16390
2010,1,2,34,2,16913
2020,4,12,198,9,10547
2012,4,5,86,5,16398
2017,3,8,131,9,0
2023,7,3,62,5,8656
2016,3,12,179,11,2954
2016,7,1,5,9,27785
2015,3,3,48,12,13965
2023,7,5,86,7,8707
2012,6,10,11,3,72695
2010,7,11,172,11,6847
2023,6,12,183,2,0
2017,5,4,75,1,29228
2011,5,1,20,2,30353
2022,3,1,9,6,40114
2019,2,1,4,4,22249
2024,3,3,57,1,25202
2023,1,12,129,3,30067
2023,4,2,31,11,22567
2022,5,8,124,7,14027
2012,4,5,86,12,14763
2023,1,12,182,2,0
2014,2,12,30,2,10085
2023,2,11,172,4,12552
2022,4,1,11,7,0
2015,4,7,113,5,19337
2016,6,12,129,9,10403
2015,6,12,183,9,0
2023,2,2,39,1,48031
2010,5,11,170,10,43327
2020,2,7,114,4,9114
2016,1,5,89,5,28694
2018,2,10,153,6,18641
2011,6,5,84,3,8133
2012,5,1,8,9,51937
2013,7,5,80,8,3002
2018,6,3,47,6,19620
2010,2,11,164,9,15993
2013,5,2,28,8,24867
2010,2,9,58,10,8674
2019,2,11,161,4,24936
2011,5,2,23,9,37197
2023,4,4,15,2,10074
2014,1,3,57,9,56495
2013,3,5,87,2,4646
2014,4,12,190,6,0
2010,1,2,31,12,27287
2020,7,2,26,2,18214
2013,6,1,9,8,72509
2015,1,6,94,11,27416
2015,2,4,69,9,7011
2019,4,12,110,6,19726
2012,3,12,189,7,0
2018,1,10,150,7,19915
2019,4,2,24,3,29783
2024,5,2,30,4,14657
2010,6,3,50,4,119056
2011,4,2,26,1,38077
2014,7,2,36,6,82183
2018,4,3,60,11,36863
2017,6,2,42,4,31188
2019,7,7,8,11,3297
2022,3,5,86,4,15456
2012,7,4,74,9,4032
2011,6,12,188,10,0
2014,7,11,164,8,27179
2021,7,2,30,11,7467
2010,3,2,30,10,22180
2010,4,5,61,12,11453
2010,3,7,108,9,15256
2015,7,7,93,7,16491
2015,1,2,37,10,15555
2011,4,3,48,10,27756
2014,7,11,167,9,13662
2017,4,12,196,1,12860
2024,3,10,150,6,16294
2016,4,11,167,12,22786
2015,6,10,150,8,30902
2022,7,4,70,5,1310
2014,1,12,191,3,47387
2020,5,11,170,6,14196
2019,4,7,104,5,40701
2021,6,9,74,8,7170
2014,2,2,43,1,20036
2010,3,1,19,1,22462
2020,5,3,57,9,15232
2022,5,3,54,1,7722
2012,2,1,8,1,40462
2014,2,12,179,7,0
2015,5,5,79,6,8922
2013,5,3,58,2,26078
2022,5,2,24,10,23522
2010,6,2,39,4,73328
2018,1,12,184,3,9578
2017,3,5,89,2,37683
2011,5,11,169,4,34357
2016,7,2,38,1,15518
2010,7,1,8,10,25752
2013,5,3,61,2,38474
2016,2,8,118,9,16033
2011,2,1,14,7,19213
2019,5,7,102,3,11277
2016,4,11,73,4,3653
2017,7,6,98,10,2460
2023,3,11,173,11,19557
2015,7,9,11,3,47779
2016,1,11,162,4,20618
2021,3,11,161,12,13107
2016,6,11,163,9,56835
2015,7,10,11,5,55999
2020,2,11,161,8,10975
2023,7,9,74,1,8045
2023,2,12,192,8,10512
2023,1,1,19,4,8942
2017,1,11,165,1,23022
2018,6,2,45,5,29621
2016,2,7,113,1,20621
2011,6,10,155,10,36820
2018,5,12,180,7,40257
2018,5,9,142,8,6869
2018,3,5,78,7,18288
2012,6,7,102,9,9387
2012,7,11,167,3,13021
2012,7,8,121,11,20407
2016,1,10,150,11,23921
2024,5,2,27,4,22366
2010,4,4,69,3,6833
2016,1,8,126,2,14138
2023,3,11,162,12,15759
2015,1,12,180,1,29736
2018,1,2,26,4,41814
2018,7,11,167,9,12906
2014,1,12,190,7,0
2021,7,7,45,8,3745
2024,1,7,45,2,3278
2010,4,11,164,10,23020
2017,1,9,74,9,12145
2024,2,2,27,3,17624
2024,3,10,148,6,12521
2022,4,2,4,5,12471
2019,7,3,53,6,20475
2024,2,3,59,7,52009
2018,2,9,146,3,14352
2011,7,2,44,1,63407
2017,5,12,179,4,3109
2023,1,4,71,3,6361
2013,1,2,23,4,36911
2019,7,9,141,9,46894
2015,1,9,141,4,36904
2015,7,8,133,7,14030
2013,5,10,152,1,13010
2021,6,5,82,9,2363
2014,6,11,177,3,7190
2020,5,2,30,3,14626
2020,2,12,179,8,1964
2020,5,5,87,5,0
2017,7,10,151,9,17757
2019,2,3,47,12,20065
2016,5,8,32,8,4328
2014,5,11,20,2,15481
2023,1,2,42,12,26239
2023,6,3,53,11,23315
2020,2,7,103,7,6397
2010,5,8,70,1,7146
2015,3,3,48,7,21284
2019,1,5,76,1,5183
2015,5,5,83,2,8712
2013,4,9,136,12,8123
2018,3,9,136,12,3857
2023,3,8,34,3,17704
2012,6,2,29,2,24466
2015,6,11,124,3,10717
2012,1,8,129,9,22786
2020,2,5,11,10,50117
2019,4,9,140,1,23187
2015,3,11,168,10,34209
2021,4,2,4,9,11349
2015,4,11,54,8,6010
2020,5,2,43,7,7055
2012,4,7,107,1,12556
2018,1,11,73,2,5430
2014,5,1,13,9,44054
2010,2,12,194,9,0
2012,7,12,192,3,0
2018,7,8,34,2,21217
2023,7,11,158,1,30510
2021,5,5,85,10,4081
2013,6,12,181,2,8687
2020,6,10,149,2,18173
2023,3,3,66,12,15444
2022,1,5,61,12,10799
2018,5,6,99,2,7171
2016,4,7,112,7,37878
2016,1,12,191,6,42935
2012,4,1,16,4,42134
2014,1,7,93,1,47200
2022,5,10,150,6,14109
2012,2,3,54,2,15268
2019,5,2,43,1,21002
2017,2,7,114,1,33697
2015,7,4,71,3,4613
2023,5,3,7,5,23385
2019,2,7,113,8,12833
2011,5,11,169,9,35764
2010,4,1,19,3,28709
2021,3,1,12,9,13273
2015,7,10,154,7,6109
2012,5,3,59,8,83564
2015,5,2,32,4,32670
2024,3,9,141,1,0
2021,6,5,79,7,4379
2011,1,2,29,2,16769
2012,1,1,12,10,56616
2012,5,9,140,4,27086
2015,5,10,155,9,23600
2018,1,1,1,4,54281
2019,4,7,45,3,11007
2010,3,9,58,2,7960
2013,7,11,158,3,25171
2016,2,11,163,4,74158
2016,5,3,57,2,48077
2013,3,8,32,1,3953
2023,3,6,101,6,16618
2023,6,4,15,12,7646
2011,7,10,150,12,16517
2020,1,7,109,12,5139
2011,1,1,19,5,31683
2020,1,8,123,2,14018
2023,1,11,177,12,2628
2018,4,5,89,11,45136
2012,1,3,62,3,32429
2018,5,2,4,8,30201
2015,5,3,48,4,21075
2011,4,12,30,12,0
2022,4,4,73,7,5139
2015,3,3,52,4,22696
2022,2,12,191,3,0
2016,7,5,82,5,4214
2017,4,8,118,3,15144
2023,1,2,35,5,15465
2018,5,8,124,10,20755
2022,6,3,53,4,18249
2014,5,3,64,5,25031
2023,7,2,39,10,37941
2016,7,1,8,6,26920
2021,4,1,5,2,14163
2018,2,8,131,10,29005
2011,3,5,89,9,37051
2012,2,11,73,8,5285
2011,3,3,64,8,22864
2020,7,6,100,12,2266
2019,6,6,94,8,16838
2016,2,1,7,3,20172
2018,5,12,183,9,14454
2015,6,12,179,6,0
2011,7,1,12,6,25705
2023,2,1,15,2,0
2019,1,2,36,5,129737
2021,4,5,76,1,2440
2023,5,2,38,5,24674
2015,5,3,50,5,130975
2014,4,3,47,7,37985
2021,1,12,192,10,0
2019,4,2,24,5,33729
2023,6,10,148,9,12119
2019,4,3,52,11,20389
2010,2,5,83,9,8155
2020,5,12,129,1,16082
2016,5,8,118,12,8609
2021,3,1,11,10,27815
2023,6,2,27,4,14618
2023,2,5,80,11,6363
2010,2,10,155,9,26777
2023,2,4,73,4,7576
2011,1,2,39,8,65274
2022,3,6,85,6,3297
2020,5,6,98,9,6928
2011,3,11,177,6,7315
2015,7,9,137,3,18910
2023,5,1,7,1,25531
2015,7,1,14,12,8052
2016,1,12,187,5,17000
2015,3,5,84,5,9751
2019,2,3,50,11,134799
2020,2,1,6,3,24431
2024,2,12,49,4,13506
2022,3,9,136,9,8195
2017,3,7,105,9,0
2022,7,10,149,4,8042
2017,1,8,133,2,15776
2024,1,2,28,5,19380
2014,2,11,175,4,7589
2022,5,8,70,7,4213
2023,6,6,97,6,6158
2020,4,7,108,9,7448
2010,6,9,32,1,7730
2015,3,8,121,7,32400
2023,6,1,9,8,38240
2021,1,1,2,1,0
2022,5,7,102,6,5550
2015,6,11,177,8,5216
2023,7,12,188,3,0
2024,3,8,133,7,22042
2017,6,1,19,2,16802
2023,3,1,13,11,0
2015,1,10,156,2,21455
2022,2,4,77,10,3947
2022,4,11,169,11,25672
2020,7,9,140,2,5393
2018,3,6,75,5,31760
2012,7,3,50,11,77013
2020,5,2,23,6,5936
2015,3,11,172,4,8978
2011,3,2,23,10,41566
2018,5,12,192,4,15206
2023,7,2,28,2,9366
2019,6,1,7,7,17774
2014,5,6,92,8,12546
2023,4,12,129,2,29797
2019,3,12,194,9,14124
2019,6,2,26,10,27825
2019,6,8,129,1,10484
2020,4,12,49,11,7135
2022,5,5,83,9,7274
2018,2,4,73,6,6856
2019,2,12,194,8,8307
2012,5,5,86,2,17391
2016,1,6,94,2,30003
2013,2,9,140,4,23279
2023,5,6,93,3,17252
2012,7,7,107,11,4881
2017,6,7,107,4,7002
2016,6,2,22,5,11370
2012,4,4,71,4,7908
2024,7,7,110,6,9072
2020,2,5,11,1,71195
2013,2,6,92,3,13531
2020,4,2,34,11,18171
2020,4,3,50,2,123423
2012,7,2,38,2,15258
2019,7,1,8,12,29156
2014,5,11,165,1,22297
2019,5,8,130,5,28500
2016,5,2,31,1,30242
2022,2,5,86,10,18780
2010,1,2,42,1,30210
2019,4,8,130,1,19381
2018,6,12,187,4,18951
2016,7,2,35,1,10688
2018,4,12,180,4,40584
2022,2,3,56,8,13929
2021,2,9,140,2,9769
2011,1,2,45,3,48615
2023,3,12,198,1,0
2021,7,1,16,8,28145
2023,6,1,17,6,42730
2010,2,7,103,11,12162
2023,7,12,196,9,3615
2021,6,2,38,11,16094
2017,4,8,130,2,25281
2021,7,10,149,9,6151
2014,3,11,73,9,4550
